IP Prefix	Description
99.78.160.0/21	eu-central-1-amazon-eu-central-1-1362
130.176.224.0/20	GLOBAL-cloudfront-GLOBAL-3055
150.222.72.0/24	ap-southeast-2-amazon-ap-southeast-2-1364
150.222.120.224/31	eu-central-1-amazon-eu-central-1-1365
3.12.0.0/16	us-east-2-ec2-us-east-2-2779
13.124.0.0/16	ap-northeast-2-ec2-ap-northeast-2-2780
15.230.144.0/24	eu-central-1-amazon-eu-central-1-1368
36.103.232.128/26	GLOBAL-cloudfront-GLOBAL-3056
52.84.0.0/15	GLOBAL-cloudfront-GLOBAL-3057
52.93.122.131/32	us-west-1-amazon-us-west-1-1371
52.93.133.131/32	eu-south-1-amazon-eu-south-1-1372
52.94.18.0/24	eu-south-1-dynamodb-eu-south-1-2386
52.94.248.144/28	ap-south-1-ec2-ap-south-1-2781
52.192.0.0/15	ap-northeast-1-ec2-ap-northeast-1-2782
99.150.72.0/21	eu-west-3-ec2-eu-west-3-2783
150.222.110.0/24	us-east-1-amazon-us-east-1-1377
150.222.240.161/32	eu-south-1-amazon-eu-south-1-1378
52.93.34.57/32	us-west-1-amazon-us-west-1-1379
52.93.178.162/32	us-west-1-amazon-us-west-1-1380
52.94.13.0/24	ap-southeast-2-dynamodb-ap-southeast-2-2387
52.144.233.66/31	ap-northeast-3-amazon-ap-northeast-3-1382
54.78.0.0/16	eu-west-1-ec2-eu-west-1-2784
99.77.139.0/24	ap-northeast-1-ec2-ap-northeast-1-2785
99.82.160.0/24	ap-south-1-globalaccelerator-ap-south-1-3118
204.246.160.0/22	us-west-1-amazon-us-west-1-1386
15.193.4.0/24	eu-central-1-ec2-eu-central-1-2786
52.93.240.158/31	us-west-2-amazon-us-west-2-1388
54.239.106.0/23	eu-central-1-amazon-eu-central-1-1389
99.150.40.0/21	eu-west-2-ec2-eu-west-2-2787
150.222.120.240/31	eu-central-1-amazon-eu-central-1-1391
3.5.212.0/23	ap-south-1-ec2-ap-south-1-2788
3.5.220.0/22	me-south-1-ec2-me-south-1-2789
15.177.72.0/24	eu-north-1-route53_healthchecks_publishing-eu-north-1-3159
15.230.39.64/31	us-east-2-amazon-us-east-2-1395
15.230.42.0/24	us-west-1-amazon-us-west-1-1396
15.230.55.0/24	eu-west-2-amazon-eu-west-2-1397
52.2.0.0/15	us-east-1-ec2-us-east-1-2791
52.93.127.125/32	us-east-1-amazon-us-east-1-1399
52.144.214.128/26	eu-south-1-amazon-eu-south-1-1400
54.222.76.0/22	cn-north-1-amazon-cn-north-1-1401
64.252.106.0/24	ap-southeast-2-ec2-ap-southeast-2-2792
103.4.8.0/21	ap-northeast-1-ec2-ap-northeast-1-2793
150.222.3.228/31	ap-southeast-1-amazon-ap-southeast-1-1404
176.32.96.0/21	us-east-1-amazon-us-east-1-1405
184.72.64.0/18	us-east-1-ec2-us-east-1-2794
13.248.108.0/24	us-east-1-globalaccelerator-us-east-1-3119
52.93.240.146/31	us-west-2-amazon-us-west-2-1408
52.95.108.0/23	us-east-1-amazon-us-east-1-1409
52.144.193.0/26	us-east-1-amazon-us-east-1-1410
99.78.168.0/23	eu-central-1-amazon-eu-central-1-1411
108.166.248.0/21	us-east-2-amazon-us-east-2-1412
143.204.0.0/16	GLOBAL-cloudfront-GLOBAL-3058
150.222.91.0/24	ap-northeast-1-amazon-ap-northeast-1-1414
150.222.240.251/32	eu-south-1-amazon-eu-south-1-1415
52.93.178.144/32	us-west-1-amazon-us-west-1-1416
52.93.178.154/32	us-west-1-amazon-us-west-1-1417
52.93.240.162/31	us-west-2-amazon-us-west-2-1418
52.94.23.0/24	eu-north-1-dynamodb-eu-north-1-2388
52.95.48.0/22	us-east-1-amazon-us-east-1-1420
52.219.120.0/22	us-west-1-s3-us-west-1-2331
54.222.66.0/23	cn-north-1-amazon-cn-north-1-1422
54.240.232.0/22	us-east-1-amazon-us-east-1-1423
99.77.190.0/24	GLOBAL-globalaccelerator-GLOBAL-3120
99.78.228.0/22	ap-southeast-3-amazon-ap-southeast-3-1425
150.222.3.189/32	ap-southeast-1-amazon-ap-southeast-1-1426
150.222.143.0/24	us-east-1-amazon-us-east-1-1427
13.248.106.0/24	me-south-1-globalaccelerator-me-south-1-3121
15.253.0.0/16	us-west-2-ec2-us-west-2-lax-1-2795
52.93.127.111/32	ap-southeast-1-amazon-ap-southeast-1-1430
52.119.224.0/21	us-east-1-dynamodb-us-east-1-2389
52.219.64.0/22	ap-south-1-s3-ap-south-1-2332
54.238.0.0/16	ap-northeast-1-ec2-ap-northeast-1-2796
99.150.16.0/21	eu-central-1-ec2-eu-central-1-2797
150.222.117.0/24	eu-north-1-amazon-eu-north-1-1435
150.222.240.237/32	eu-south-1-amazon-eu-south-1-1436
150.222.240.247/32	eu-south-1-amazon-eu-south-1-1437
150.222.243.35/32	eu-south-1-amazon-eu-south-1-1438
216.182.232.0/22	us-east-1-ec2-us-east-1-2798
3.120.0.0/14	eu-central-1-ec2-eu-central-1-2799
18.198.0.0/15	eu-central-1-ec2-eu-central-1-2800
52.9.0.0/16	us-west-1-ec2-us-west-1-2801
52.93.38.0/24	eu-west-1-amazon-eu-west-1-1443
52.144.216.4/31	eu-north-1-amazon-eu-north-1-1444
52.219.128.0/22	ap-southeast-1-s3-ap-southeast-1-2333
99.77.141.0/24	ap-northeast-2-ec2-ap-northeast-2-2802
150.222.196.0/24	us-west-2-amazon-us-west-2-1447
27.0.0.0/22	ap-northeast-1-amazon-ap-northeast-1-1448
52.46.180.0/22	us-west-2-ec2-us-west-2-2803
52.93.98.0/24	ap-south-1-amazon-ap-south-1-1450
52.93.146.5/32	sa-east-1-amazon-sa-east-1-1451
52.93.178.146/32	us-west-1-amazon-us-west-1-1452
52.144.233.130/31	ap-northeast-3-amazon-ap-northeast-3-1453
54.240.236.41/32	eu-south-1-amazon-eu-south-1-1454
3.136.0.0/13	us-east-2-ec2-us-east-2-2804
13.248.99.0/24	us-west-1-globalaccelerator-us-west-1-3122
52.93.37.223/32	us-west-1-amazon-us-west-1-1457
52.93.178.178/32	us-west-1-amazon-us-west-1-1458
52.94.248.192/28	eu-west-2-ec2-eu-west-2-2805
54.240.236.94/32	eu-south-1-amazon-eu-south-1-1460
150.222.223.0/24	us-east-1-amazon-us-east-1-1461
13.248.112.0/24	us-west-2-globalaccelerator-us-west-2-3123
15.230.39.26/31	us-east-2-amazon-us-east-2-1463
15.230.65.128/26	us-east-1-amazon-us-east-1-1464
54.239.115.0/25	eu-west-1-amazon-eu-west-1-1465
150.222.3.179/32	ap-southeast-1-amazon-ap-southeast-1-1466
150.222.3.192/31	ap-southeast-1-amazon-ap-southeast-1-1467
150.222.243.11/32	eu-south-1-amazon-eu-south-1-1468
3.5.144.0/23	ap-northeast-2-ec2-ap-northeast-2-2806
52.93.50.138/31	us-east-1-amazon-us-east-1-1470
52.93.127.95/32	cn-northwest-1-amazon-cn-northwest-1-1471
52.94.248.112/28	eu-central-1-ec2-eu-central-1-2807
144.220.0.0/16	GLOBAL-cloudfront-GLOBAL-3059
15.197.2.0/24	GLOBAL-globalaccelerator-GLOBAL-3124
15.221.20.0/22	ap-southeast-2-amazon-ap-southeast-2-1475
52.93.50.152/31	us-east-1-amazon-us-east-1-1476
52.93.178.176/32	us-west-1-amazon-us-west-1-1477
52.94.198.32/28	us-gov-west-1-amazon-us-gov-west-1-1478
54.232.0.0/16	sa-east-1-ec2-sa-east-1-2808
120.52.153.192/26	GLOBAL-cloudfront-GLOBAL-3060
150.222.243.37/32	eu-south-1-amazon-eu-south-1-1481
199.127.232.0/22	us-east-1-amazon-us-east-1-1482
15.177.78.0/24	eu-west-2-route53_healthchecks_publishing-eu-west-2-3160
15.193.0.0/24	ap-south-1-ec2-ap-south-1-2810
15.230.39.76/31	us-east-2-amazon-us-east-2-1485
52.66.0.0/16	ap-south-1-ec2-ap-south-1-2811
52.93.240.184/31	us-west-2-amazon-us-west-2-1487
54.239.0.64/28	sa-east-1-amazon-sa-east-1-1488
99.82.176.0/21	us-east-1-amazon-us-east-1-1489
150.222.230.96/31	eu-central-1-amazon-eu-central-1-1490
204.236.192.0/18	us-east-1-ec2-us-east-1-2812
13.34.25.216/29	ap-south-1-amazon-ap-south-1-1492
35.168.0.0/13	us-east-1-ec2-us-east-1-2813
52.64.128.0/17	ap-southeast-2-ec2-ap-southeast-2-2814
52.93.127.120/32	eu-south-1-amazon-eu-south-1-1495
13.209.0.0/16	ap-northeast-2-ec2-ap-northeast-2-2815
18.140.0.0/15	ap-southeast-1-ec2-ap-southeast-1-2816
52.60.0.0/16	ca-central-1-ec2-ca-central-1-2817
52.78.0.0/16	ap-northeast-2-ec2-ap-northeast-2-2818
52.93.178.129/32	us-west-1-amazon-us-west-1-1500
52.93.178.145/32	us-west-1-amazon-us-west-1-1501
52.93.193.192/32	ca-central-1-amazon-ca-central-1-1502
72.44.32.0/19	us-east-1-ec2-us-east-1-2819
205.251.236.0/22	us-gov-west-1-amazon-us-gov-west-1-1504
13.34.22.56/29	ap-south-1-amazon-ap-south-1-1505
15.221.3.0/24	eu-central-1-amazon-eu-central-1-1506
54.240.236.46/32	eu-south-1-amazon-eu-south-1-1507
99.150.112.0/21	ap-south-2-ec2-ap-south-2-2820
13.58.0.0/15	us-east-2-ec2-us-east-2-2821
52.93.51.29/32	us-east-1-amazon-us-east-1-1510
52.93.178.199/32	us-west-1-amazon-us-west-1-1511
52.119.152.0/22	eu-south-1-amazon-eu-south-1-1512
54.194.0.0/15	eu-west-1-ec2-eu-west-1-2822
54.240.244.0/22	sa-east-1-amazon-sa-east-1-1514
150.222.102.0/24	us-west-2-amazon-us-west-2-1515
52.93.1.0/24	us-east-1-amazon-us-east-1-1516
52.93.50.160/31	us-east-1-amazon-us-east-1-1517
52.93.131.217/32	eu-south-1-amazon-eu-south-1-1518
52.94.30.0/24	af-south-1-dynamodb-af-south-1-2390
54.240.236.53/32	eu-south-1-amazon-eu-south-1-1520
54.240.236.77/32	eu-south-1-amazon-eu-south-1-1521
54.240.236.93/32	eu-south-1-amazon-eu-south-1-1522
3.98.0.0/15	ca-central-1-ec2-ca-central-1-2823
15.230.39.132/31	us-east-2-amazon-us-east-2-1524
52.93.50.132/31	us-east-1-amazon-us-east-1-1525
54.66.0.0/16	ap-southeast-2-ec2-ap-southeast-2-2824
150.222.236.0/24	us-east-1-amazon-us-east-1-1527
13.34.31.0/27	us-east-1-amazon-us-east-1-1528
15.177.75.0/24	eu-west-1-route53_healthchecks_publishing-eu-west-1-3161
15.230.24.0/22	ap-northeast-3-amazon-ap-northeast-3-1530
15.230.39.130/31	us-east-2-amazon-us-east-2-1531
52.24.0.0/14	us-west-2-ec2-us-west-2-2826
52.46.170.0/23	us-east-1-amazon-us-east-1-1533
52.95.56.0/22	ap-northeast-1-amazon-ap-northeast-1-1534
52.119.160.0/20	us-west-2-amazon-us-west-2-1535
52.222.0.0/17	us-gov-west-1-ec2-us-gov-west-1-2827
64.252.65.0/24	us-west-2-ec2-us-west-2-2828
119.147.182.0/25	GLOBAL-cloudfront-GLOBAL-3061
150.222.242.231/32	af-south-1-amazon-af-south-1-1539
150.222.243.13/32	eu-south-1-amazon-eu-south-1-1540
52.93.69.0/24	me-south-1-amazon-me-south-1-1541
52.93.178.151/32	us-west-1-amazon-us-west-1-1542
52.144.210.192/26	eu-central-1-amazon-eu-central-1-1543
52.144.233.134/31	ap-northeast-3-amazon-ap-northeast-3-1544
54.239.1.144/28	ap-southeast-3-amazon-ap-southeast-3-1545
120.232.236.0/25	GLOBAL-cloudfront-GLOBAL-3062
3.13.0.0/16	us-east-2-ec2-us-east-2-2829
3.248.0.0/13	eu-west-1-ec2-eu-west-1-2830
15.230.39.180/31	us-east-2-amazon-us-east-2-1549
54.92.128.0/17	us-east-1-ec2-us-east-1-2831
54.239.0.0/28	us-east-1-amazon-us-east-1-1551
99.77.133.0/24	eu-west-1-ec2-eu-west-1-2832
150.222.233.0/24	us-east-2-amazon-us-east-2-1553
13.210.0.0/15	ap-southeast-2-ec2-ap-southeast-2-2833
52.93.178.140/32	us-west-1-amazon-us-west-1-1555
52.93.178.174/32	us-west-1-amazon-us-west-1-1556
52.93.242.128/25	cn-northwest-1-amazon-cn-northwest-1-1557
52.94.17.0/24	eu-central-1-dynamodb-eu-central-1-2391
52.95.154.0/23	eu-west-3-s3-eu-west-3-2335
52.95.212.0/22	ap-southeast-1-amazon-ap-southeast-1-1560
52.119.156.0/22	eu-south-1-amazon-eu-south-1-1561
54.239.0.240/28	eu-west-2-amazon-eu-west-2-1562
54.241.0.0/16	us-west-1-ec2-us-west-1-2834
99.77.151.0/24	us-east-1-ec2-us-east-1-2835
184.169.128.0/17	us-west-1-ec2-us-west-1-2836
216.182.224.0/21	us-east-1-ec2-us-east-1-2837
15.230.6.0/24	ap-southeast-1-amazon-ap-southeast-1-1567
35.72.0.0/13	ap-northeast-1-ec2-ap-northeast-1-2838
54.240.236.65/32	eu-south-1-amazon-eu-south-1-1569
69.107.6.224/29	eu-west-1-amazon-eu-west-1-1570
99.150.24.0/21	ap-northeast-2-ec2-ap-northeast-2-2839
3.8.0.0/14	eu-west-2-ec2-eu-west-2-2840
13.248.60.0/22	ap-east-1-amazon-ap-east-1-1573
18.246.0.0/16	us-west-2-ec2-us-west-2-2841
52.93.133.127/32	eu-south-1-amazon-eu-south-1-1575
52.93.139.252/32	eu-west-2-amazon-eu-west-2-1576
52.93.178.232/32	us-west-1-amazon-us-west-1-1577
52.94.198.0/28	us-west-1-amazon-us-west-1-1578
54.204.0.0/15	us-east-1-ec2-us-east-1-2842
150.222.67.0/24	eu-west-2-amazon-eu-west-2-1580
150.222.120.255/32	eu-central-1-amazon-eu-central-1-1581
15.230.39.202/31	us-east-2-amazon-us-east-2-1582
52.93.178.132/32	us-west-1-amazon-us-west-1-1583
52.194.0.0/15	ap-northeast-1-ec2-ap-northeast-1-2843
54.155.0.0/16	eu-west-1-ec2-eu-west-1-2844
54.196.0.0/15	us-east-1-ec2-us-east-1-2845
99.78.170.0/23	ap-southeast-2-amazon-ap-southeast-2-1587
150.222.243.41/32	eu-south-1-amazon-eu-south-1-1588
176.32.125.226/31	us-east-1-amazon-us-east-1-1589
3.5.80.0/21	us-west-2-ec2-us-west-2-2846
15.230.4.158/31	ap-southeast-1-amazon-ap-southeast-1-1591
15.230.39.42/31	us-east-2-amazon-us-east-2-1592
15.230.39.250/31	us-east-2-amazon-us-east-2-1593
35.152.0.0/16	eu-south-1-ec2-eu-south-1-2847
52.93.127.119/32	eu-west-1-amazon-eu-west-1-1595
52.94.252.0/23	us-east-1-amazon-us-east-1-1596
52.144.215.198/31	eu-north-1-amazon-eu-north-1-1597
52.219.156.0/22	ap-south-1-s3-ap-south-1-2338
54.222.57.0/24	cn-north-1-dynamodb-cn-north-1-2392
99.83.128.0/17	GLOBAL-globalaccelerator-GLOBAL-3125
99.150.0.0/21	us-east-2-ec2-us-east-2-2848
150.222.243.33/32	eu-south-1-amazon-eu-south-1-1602
13.248.123.0/24	eu-central-1-globalaccelerator-eu-central-1-3126
15.230.35.0/24	us-east-1-amazon-us-east-1-1604
52.93.127.100/32	cn-northwest-1-amazon-cn-northwest-1-1605
52.93.249.0/24	us-east-1-amazon-us-east-1-1606
150.222.129.126/31	eu-central-1-amazon-eu-central-1-1607
150.222.240.131/32	eu-south-1-amazon-eu-south-1-1608
207.171.160.0/20	us-east-1-amazon-us-east-1-1609
15.230.39.8/31	us-east-2-amazon-us-east-2-1610
52.94.7.0/24	sa-east-1-dynamodb-sa-east-1-2393
52.95.60.0/24	eu-west-1-amazon-eu-west-1-1612
13.34.25.128/27	us-west-2-amazon-us-west-2-1613
13.34.29.32/27	sa-east-1-amazon-sa-east-1-1614
35.156.0.0/14	eu-central-1-ec2-eu-central-1-2849
52.93.18.178/32	eu-west-1-amazon-eu-west-1-1616
52.93.178.177/32	us-west-1-amazon-us-west-1-1617
52.144.209.64/26	eu-west-2-amazon-eu-west-2-1618
150.222.92.0/22	af-south-1-amazon-af-south-1-1619
3.16.0.0/14	us-east-2-ec2-us-east-2-2850
13.34.30.32/27	us-east-1-amazon-us-east-1-1621
15.230.39.164/31	us-east-2-amazon-us-east-2-1622
18.130.0.0/16	eu-west-2-ec2-eu-west-2-2851
52.72.0.0/15	us-east-1-ec2-us-east-1-2852
52.82.180.0/22	cn-northwest-1-ec2-cn-northwest-1-2853
52.93.35.213/32	ap-east-1-amazon-ap-east-1-1626
54.182.0.0/16	GLOBAL-cloudfront-GLOBAL-3063
54.222.70.0/24	cn-north-1-amazon-cn-north-1-1628
58.254.138.128/26	GLOBAL-cloudfront-GLOBAL-3064
99.77.24.0/22	me-central-1-amazon-me-central-1-1630
120.253.245.192/27	GLOBAL-cloudfront-GLOBAL-3065
150.222.208.80/31	af-south-1-amazon-af-south-1-1632
150.222.242.233/32	af-south-1-amazon-af-south-1-1633
52.62.0.0/15	ap-southeast-2-ec2-ap-southeast-2-2854
52.93.0.0/24	eu-west-1-amazon-eu-west-1-1635
52.93.19.237/32	ap-southeast-1-amazon-ap-southeast-1-1636
52.93.126.212/32	us-east-1-amazon-us-east-1-1637
52.219.44.0/22	eu-central-1-s3-eu-central-1-2340
54.239.192.0/19	GLOBAL-cloudfront-GLOBAL-3066
99.82.162.0/24	eu-west-1-globalaccelerator-eu-west-1-3127
150.222.70.0/24	sa-east-1-amazon-sa-east-1-1641
150.222.122.116/31	eu-central-1-amazon-eu-central-1-1642
176.32.125.192/27	us-east-1-amazon-us-east-1-1643
176.32.125.238/31	us-east-1-amazon-us-east-1-1644
52.93.133.179/32	eu-south-1-amazon-eu-south-1-1645
52.144.211.200/31	eu-west-2-amazon-eu-west-2-1646
52.219.56.0/22	ap-northeast-2-s3-ap-northeast-2-2341
54.160.0.0/13	us-east-1-ec2-us-east-1-2855
150.222.118.0/24	eu-north-1-amazon-eu-north-1-1649
150.222.232.51/32	us-west-1-amazon-us-west-1-1650
150.222.242.229/32	af-south-1-amazon-af-south-1-1651
150.222.243.45/32	eu-south-1-amazon-eu-south-1-1652
157.175.0.0/16	me-south-1-ec2-me-south-1-2856
176.34.32.0/19	ap-northeast-1-ec2-ap-northeast-1-2857
13.248.125.0/24	ap-southeast-1-amazon-ap-southeast-1-1655
15.230.39.234/31	us-east-2-amazon-us-east-2-1656
52.93.245.0/24	ap-northeast-1-amazon-ap-northeast-1-1657
52.95.16.0/21	us-east-2-amazon-us-east-2-1658
54.234.0.0/15	us-east-1-ec2-us-east-1-2858
150.222.243.51/32	eu-south-1-amazon-eu-south-1-1660
13.34.33.128/27	eu-central-1-amazon-eu-central-1-1661
15.230.39.116/31	us-east-2-amazon-us-east-2-1662
52.92.16.0/20	us-east-1-s3-us-east-1-2342
52.93.67.0/24	sa-east-1-amazon-sa-east-1-1664
52.95.64.0/20	ap-south-1-amazon-ap-south-1-1665
52.95.225.0/24	ap-northeast-3-ec2-ap-northeast-3-2859
54.240.236.66/32	eu-south-1-amazon-eu-south-1-1667
99.77.154.0/24	us-west-1-ec2-us-west-1-2860
150.222.11.0/31	eu-west-1-amazon-eu-west-1-1669
172.96.97.0/24	us-east-1-amazon-us-east-1-1670
3.14.0.0/15	us-east-2-ec2-us-east-2-2861
15.177.81.0/24	us-west-1-route53_healthchecks_publishing-us-west-1-3162
18.228.0.0/16	sa-east-1-ec2-sa-east-1-2863
52.16.0.0/15	eu-west-1-ec2-eu-west-1-2864
52.95.28.0/24	us-east-2-amazon-us-east-2-1675
52.95.146.0/23	ca-central-1-s3-ca-central-1-2343
52.95.242.0/24	ap-southeast-1-ec2-ap-southeast-1-2865
52.144.212.192/26	eu-west-1-amazon-eu-west-1-1678
120.52.12.64/26	GLOBAL-cloudfront-GLOBAL-3067
150.222.208.86/31	af-south-1-amazon-af-south-1-1680
161.189.0.0/16	cn-northwest-1-ec2-cn-northwest-1-2866
15.177.84.0/24	ca-central-1-route53_healthchecks_publishing-ca-central-1-3163
52.93.127.102/32	cn-northwest-1-amazon-cn-northwest-1-1683
52.94.249.176/28	af-south-1-ec2-af-south-1-2868
52.94.254.0/23	us-east-1-amazon-us-east-1-1685
54.153.0.0/17	us-west-1-ec2-us-west-1-2869
15.200.0.0/16	us-gov-west-1-ec2-us-gov-west-1-2870
15.230.39.128/31	us-east-2-amazon-us-east-2-1688
35.154.0.0/16	ap-south-1-ec2-ap-south-1-2871
52.82.0.0/17	cn-northwest-1-ec2-cn-northwest-1-2872
52.94.249.32/28	eu-west-3-ec2-eu-west-3-2873
54.239.0.160/28	eu-central-1-amazon-eu-central-1-1692
54.240.227.0/24	ap-southeast-1-amazon-ap-southeast-1-1693
150.222.129.130/31	eu-central-1-amazon-eu-central-1-1694
13.34.26.128/27	eu-north-1-amazon-eu-north-1-1695
15.230.39.176/31	us-east-2-amazon-us-east-2-1696
52.93.149.0/24	us-west-1-amazon-us-west-1-1697
52.93.178.150/32	us-west-1-amazon-us-west-1-1698
52.93.178.164/32	us-west-1-amazon-us-west-1-1699
52.93.178.198/32	us-west-1-amazon-us-west-1-1700
52.93.178.203/32	us-west-1-amazon-us-west-1-1701
52.144.228.64/26	ap-southeast-2-amazon-ap-southeast-2-1702
52.218.128.0/17	us-west-2-s3-us-west-2-2344
76.223.0.0/17	GLOBAL-globalaccelerator-GLOBAL-3128
99.84.0.0/16	GLOBAL-cloudfront-GLOBAL-3068
15.230.39.198/31	us-east-2-amazon-us-east-2-1706
15.230.52.0/24	eu-central-1-amazon-eu-central-1-1707
52.144.228.2/31	ap-south-1-amazon-ap-south-1-1708
54.240.199.0/24	ap-southeast-1-amazon-ap-southeast-1-1709
64.252.115.0/24	eu-west-1-ec2-eu-west-1-2874
99.77.161.0/24	ap-southeast-1-ec2-ap-southeast-1-2875
13.34.23.160/27	us-west-2-amazon-us-west-2-1712
15.230.136.0/24	eu-north-1-amazon-eu-north-1-1713
52.93.127.130/32	ap-south-1-amazon-ap-south-1-1714
52.93.247.0/25	ap-northeast-2-amazon-ap-northeast-2-1715
150.222.208.92/31	af-south-1-amazon-af-south-1-1716
13.34.24.192/27	us-west-2-amazon-us-west-2-1717
13.34.33.32/27	eu-central-1-amazon-eu-central-1-1718
15.230.39.80/31	us-east-2-amazon-us-east-2-1719
52.88.0.0/15	us-west-2-ec2-us-west-2-2876
52.93.193.194/32	ca-central-1-amazon-ca-central-1-1721
3.5.244.0/22	eu-west-2-ec2-eu-west-2-2877
15.230.39.144/31	us-east-2-amazon-us-east-2-1723
18.253.0.0/16	us-gov-east-1-ec2-us-gov-east-1-2878
52.46.192.0/20	eu-north-1-amazon-eu-north-1-1725
52.82.187.0/24	cn-northwest-1-dynamodb-cn-northwest-1-2394
52.93.126.76/32	eu-west-1-amazon-eu-west-1-1727
52.93.139.253/32	eu-west-2-amazon-eu-west-2-1728
52.93.178.139/32	us-west-1-amazon-us-west-1-1729
52.94.249.112/28	us-gov-east-1-ec2-us-gov-east-1-2879
52.219.140.0/24	eu-central-1-s3-eu-central-1-2346
54.240.236.21/32	eu-south-1-amazon-eu-south-1-1732
198.99.2.0/24	us-east-2-ec2-us-east-2-2880
52.93.150.0/24	ap-northeast-1-amazon-ap-northeast-1-1734
52.95.112.0/20	eu-west-1-amazon-eu-west-1-1735
99.78.196.0/22	us-west-2-amazon-us-west-2-1736
130.176.192.0/19	GLOBAL-cloudfront-GLOBAL-3069
13.34.28.0/27	us-west-2-amazon-us-west-2-1738
15.230.143.0/24	eu-south-1-amazon-eu-south-1-1739
18.153.0.0/16	eu-central-1-ec2-eu-central-1-2881
18.202.0.0/15	eu-west-1-ec2-eu-west-1-2882
52.93.178.229/32	us-west-1-amazon-us-west-1-1742
54.239.1.48/28	ap-northeast-3-amazon-ap-northeast-3-1743
54.240.236.25/32	eu-south-1-amazon-eu-south-1-1744
176.32.104.0/21	eu-west-1-amazon-eu-west-1-1745
15.230.39.106/31	us-east-2-amazon-us-east-2-1746
52.93.178.158/32	us-west-1-amazon-us-west-1-1747
52.95.163.0/24	sa-east-1-s3-sa-east-1-2348
54.240.236.50/32	eu-south-1-amazon-eu-south-1-1749
64.252.98.0/24	ap-south-1-ec2-ap-south-1-2883
99.78.220.0/22	me-south-1-amazon-me-south-1-1751
150.222.129.124/31	eu-central-1-amazon-eu-central-1-1752
216.182.236.0/23	us-west-1-ec2-us-west-1-2884
3.208.0.0/12	us-east-1-ec2-us-east-1-2885
15.221.0.0/24	us-east-1-amazon-us-east-1-1755
15.230.39.48/31	us-east-2-amazon-us-east-2-1756
15.230.39.238/31	us-east-2-amazon-us-east-2-1757
15.230.131.48/28	eu-central-1-amazon-eu-central-1-1758
54.222.64.0/23	cn-north-1-ec2-cn-north-1-2886
54.240.236.58/32	eu-south-1-amazon-eu-south-1-1760
99.77.157.0/24	eu-west-3-ec2-eu-west-3-2887
99.83.99.0/24	eu-central-1-globalaccelerator-eu-central-1-3129
150.222.3.188/32	ap-southeast-1-amazon-ap-southeast-1-1763
150.222.243.59/32	eu-south-1-amazon-eu-south-1-1764
185.48.120.0/22	eu-west-1-ec2-eu-west-1-2888
52.93.127.138/32	eu-central-1-amazon-eu-central-1-1766
52.93.178.173/32	us-west-1-amazon-us-west-1-1767
52.94.206.0/23	sa-east-1-amazon-sa-east-1-1768
54.231.192.0/20	eu-central-1-s3-eu-central-1-2349
54.233.128.0/17	sa-east-1-ec2-sa-east-1-2889
150.222.122.110/31	eu-central-1-amazon-eu-central-1-1771
203.83.220.0/22	ap-southeast-1-amazon-ap-southeast-1-1772
15.230.39.156/31	us-east-2-amazon-us-east-2-1773
52.95.80.0/20	ap-south-1-amazon-ap-south-1-1774
52.219.132.0/22	ap-southeast-1-s3-ap-southeast-1-2350
150.222.208.65/32	af-south-1-amazon-af-south-1-1776
176.32.124.128/25	us-east-1-amazon-us-east-1-1777
184.73.0.0/16	us-east-1-ec2-us-east-1-2890
13.248.109.0/24	ap-southeast-2-globalaccelerator-ap-southeast-2-3130
15.160.0.0/16	eu-south-1-ec2-eu-south-1-2891
15.177.80.0/24	us-west-2-route53_healthchecks_publishing-us-west-2-3164
15.230.129.0/24	ap-northeast-1-amazon-ap-northeast-1-1782
15.230.131.16/28	eu-central-1-amazon-eu-central-1-1783
52.93.127.26/32	eu-west-1-amazon-eu-west-1-1784
52.144.224.192/26	ap-east-1-amazon-ap-east-1-1785
52.219.80.0/20	us-east-2-s3-us-east-2-2351
54.174.0.0/15	us-east-1-ec2-us-east-1-2893
54.240.236.90/32	eu-south-1-amazon-eu-south-1-1788
13.230.0.0/15	ap-northeast-1-ec2-ap-northeast-1-2894
13.248.111.0/24	us-east-2-globalaccelerator-us-east-2-3131
15.230.5.0/24	us-west-1-amazon-us-west-1-1791
52.93.4.0/24	us-east-1-amazon-us-east-1-1792
52.93.59.0/24	us-east-1-amazon-us-east-1-1793
52.93.127.109/32	ap-southeast-1-amazon-ap-southeast-1-1794
52.94.198.96/28	ap-southeast-1-amazon-ap-southeast-1-1795
52.94.249.160/28	me-south-1-ec2-me-south-1-2895
52.144.194.128/26	us-west-2-amazon-us-west-2-1797
52.144.201.64/26	ca-central-1-amazon-ca-central-1-1798
52.144.210.128/26	eu-west-1-amazon-eu-west-1-1799
52.144.211.202/31	eu-west-2-amazon-eu-west-2-1800
52.219.112.0/21	us-west-1-s3-us-west-1-2352
54.224.0.0/15	us-east-1-ec2-us-east-1-2896
54.239.32.0/21	eu-west-1-amazon-eu-west-1-1803
150.222.120.244/31	eu-central-1-amazon-eu-central-1-1804
13.248.28.0/22	ap-northeast-3-amazon-ap-northeast-3-1805
18.176.0.0/15	ap-northeast-1-ec2-ap-northeast-1-2897
52.219.144.0/22	ap-northeast-2-s3-ap-northeast-2-2353
54.239.56.0/21	eu-central-1-amazon-eu-central-1-1808
