IP Prefix	Description
64.252.73.0/24	us-west-2-ec2-us-west-2-2641
174.129.0.0/16	us-east-1-ec2-us-east-1-2642
13.34.28.96/27	us-west-2-amazon-us-west-2-914
13.34.32.96/27	us-west-1-amazon-us-west-1-915
52.93.134.181/32	eu-south-1-amazon-eu-south-1-916
52.93.178.211/32	us-west-1-amazon-us-west-1-917
52.95.255.80/28	us-east-1-ec2-us-east-1-2643
64.252.101.0/24	ap-south-1-ec2-ap-south-1-2644
150.222.87.0/24	us-east-1-amazon-us-east-1-920
150.222.129.140/31	eu-central-1-amazon-eu-central-1-921
15.230.31.0/24	eu-west-1-amazon-eu-west-1-922
52.93.178.169/32	us-west-1-amazon-us-west-1-923
52.94.22.0/24	us-gov-east-1-dynamodb-us-gov-east-1-2382
52.95.255.112/28	us-west-2-ec2-us-west-2-2645
54.240.236.2/32	eu-south-1-amazon-eu-south-1-926
13.34.28.64/27	us-west-2-amazon-us-west-2-927
13.34.32.160/27	us-west-1-amazon-us-west-1-928
13.248.118.0/24	eu-west-1-globalaccelerator-eu-west-1-3108
15.230.4.162/31	ap-southeast-1-amazon-ap-southeast-1-930
15.230.65.192/26	us-east-1-amazon-us-east-1-931
18.208.0.0/13	us-east-1-ec2-us-east-1-2646
52.95.245.0/24	us-east-1-ec2-us-east-1-2647
54.240.17.0/24	ap-east-1-ec2-ap-east-1-2648
99.77.142.0/24	ap-east-1-ec2-ap-east-1-2649
99.77.187.0/24	us-east-1-ec2-us-east-1-2650
99.78.232.0/21	ap-southeast-3-amazon-ap-southeast-3-937
150.222.243.47/32	eu-south-1-amazon-eu-south-1-938
15.177.73.0/24	ap-south-1-route53_healthchecks_publishing-ap-south-1-3155
46.51.216.0/21	ap-southeast-1-ec2-ap-southeast-1-2652
52.93.127.97/32	cn-northwest-1-amazon-cn-northwest-1-941
52.144.223.128/26	ap-south-1-amazon-ap-south-1-942
150.222.120.226/31	eu-central-1-amazon-eu-central-1-943
150.222.129.116/31	eu-central-1-amazon-eu-central-1-944
150.222.242.99/32	eu-south-1-amazon-eu-south-1-945
176.32.125.254/31	us-east-1-amazon-us-east-1-946
3.5.64.0/21	eu-west-1-ec2-eu-west-1-2653
15.230.39.0/31	us-east-2-amazon-us-east-2-948
15.230.131.7/32	eu-central-1-amazon-eu-central-1-949
52.93.75.0/24	ca-central-1-amazon-ca-central-1-950
52.93.127.101/32	cn-northwest-1-amazon-cn-northwest-1-951
52.93.127.114/32	ap-southeast-1-amazon-ap-southeast-1-952
52.94.248.32/28	ap-southeast-1-ec2-ap-southeast-1-2654
52.144.233.68/31	ap-northeast-3-amazon-ap-northeast-3-954
52.219.40.0/22	ap-southeast-1-s3-ap-southeast-1-2298
52.219.136.0/22	ap-northeast-1-s3-ap-northeast-1-2299
54.220.0.0/16	eu-west-1-ec2-eu-west-1-2655
99.78.240.0/20	ap-southeast-3-amazon-ap-southeast-3-958
100.20.0.0/14	us-west-2-ec2-us-west-2-2656
150.222.74.0/24	us-west-2-amazon-us-west-2-960
176.32.125.236/31	us-east-1-amazon-us-east-1-961
13.34.24.128/27	us-west-2-amazon-us-west-2-962
52.93.127.106/32	ap-southeast-1-amazon-ap-southeast-1-963
52.93.127.122/32	us-east-1-amazon-us-east-1-964
52.94.248.160/28	us-east-2-ec2-us-east-2-2657
54.151.0.0/17	us-west-1-ec2-us-west-1-2658
15.161.0.0/16	eu-south-1-ec2-eu-south-1-2659
52.93.129.95/32	eu-south-1-amazon-eu-south-1-968
52.93.193.196/32	ca-central-1-amazon-ca-central-1-969
54.222.52.0/22	cn-north-1-ec2-cn-north-1-2660
64.252.110.0/24	ap-northeast-1-ec2-ap-northeast-1-2661
99.77.158.0/24	eu-central-1-ec2-eu-central-1-2662
18.188.0.0/16	us-east-2-ec2-us-east-2-2663
18.252.0.0/16	us-gov-east-1-ec2-us-gov-east-1-2664
46.51.128.0/18	eu-west-1-ec2-eu-west-1-2665
52.93.178.165/32	us-west-1-amazon-us-west-1-976
64.252.107.0/24	ap-southeast-2-ec2-ap-southeast-2-2666
64.252.128.0/18	GLOBAL-cloudfront-GLOBAL-3037
99.82.152.0/22	me-south-1-amazon-me-south-1-979
99.82.167.0/24	us-east-1-globalaccelerator-us-east-1-3109
150.222.14.72/31	ap-southeast-1-amazon-ap-southeast-1-981
150.222.108.0/24	ap-southeast-1-amazon-ap-southeast-1-982
150.222.120.246/31	eu-central-1-amazon-eu-central-1-983
150.222.208.72/31	af-south-1-amazon-af-south-1-984
176.32.125.128/26	us-west-2-amazon-us-west-2-985
205.251.254.0/24	GLOBAL-cloudfront-GLOBAL-3038
13.232.0.0/14	ap-south-1-ec2-ap-south-1-2667
52.93.50.180/31	us-east-1-amazon-us-east-1-988
52.93.178.142/32	us-west-1-amazon-us-west-1-989
52.93.229.148/32	eu-west-2-amazon-eu-west-2-990
52.95.243.0/24	ap-northeast-1-ec2-ap-northeast-1-2668
150.222.208.84/31	af-south-1-amazon-af-south-1-992
3.5.132.0/23	us-east-2-ec2-us-east-2-2669
13.53.0.0/16	eu-north-1-ec2-eu-north-1-2670
13.248.114.0/24	sa-east-1-globalaccelerator-sa-east-1-3110
15.177.88.0/24	sa-east-1-route53_healthchecks_publishing-sa-east-1-3156
15.184.0.0/16	me-south-1-ec2-me-south-1-2672
52.93.178.156/32	us-west-1-amazon-us-west-1-998
52.93.178.180/32	us-west-1-amazon-us-west-1-999
52.94.48.0/20	eu-west-2-amazon-eu-west-2-1000
54.230.224.0/19	GLOBAL-cloudfront-GLOBAL-3039
54.240.236.61/32	eu-south-1-amazon-eu-south-1-1002
99.78.188.0/22	ap-northeast-2-amazon-ap-northeast-2-1003
150.222.3.254/31	ap-southeast-1-amazon-ap-southeast-1-1004
184.72.128.0/17	us-east-1-ec2-us-east-1-2673
205.251.248.0/24	us-east-1-amazon-us-east-1-1006
13.34.31.224/27	us-west-1-amazon-us-west-1-1007
52.93.127.115/32	ap-southeast-1-amazon-ap-southeast-1-1008
150.222.3.246/31	ap-southeast-1-amazon-ap-southeast-1-1009
13.51.0.0/16	eu-north-1-ec2-eu-north-1-2674
15.230.39.38/31	us-east-2-amazon-us-east-2-1011
15.230.39.168/31	us-east-2-amazon-us-east-2-1012
15.230.39.204/31	us-east-2-amazon-us-east-2-1013
52.94.80.0/20	ca-central-1-amazon-ca-central-1-1014
52.94.198.112/28	ap-southeast-2-amazon-ap-southeast-2-1015
54.240.197.0/24	eu-west-1-amazon-eu-west-1-1016
71.152.0.0/17	GLOBAL-cloudfront-GLOBAL-3040
99.83.76.0/22	ap-south-1-amazon-ap-south-1-1018
99.83.80.0/22	ap-southeast-2-amazon-ap-southeast-2-1019
108.166.232.0/21	us-east-2-amazon-us-east-2-1020
150.222.122.100/31	eu-central-1-amazon-eu-central-1-1021
216.137.32.0/19	GLOBAL-cloudfront-GLOBAL-3041
35.181.0.0/16	eu-west-3-ec2-eu-west-3-2675
52.93.138.252/32	eu-west-2-amazon-eu-west-2-1024
54.80.0.0/13	us-east-1-ec2-us-east-1-2676
54.214.0.0/16	us-west-2-ec2-us-west-2-2677
54.254.0.0/16	ap-southeast-1-ec2-ap-southeast-1-2678
99.78.176.0/21	us-east-2-amazon-us-east-2-1028
13.248.98.0/24	ap-northeast-1-globalaccelerator-ap-northeast-1-3111
15.230.39.16/31	us-east-2-amazon-us-east-2-1030
15.230.39.78/31	us-east-2-amazon-us-east-2-1031
15.230.142.0/24	us-east-1-amazon-us-east-1-1032
52.20.0.0/14	us-east-1-ec2-us-east-1-2679
52.94.201.0/26	us-east-1-ec2-us-east-1-2680
52.94.248.208/28	ca-central-1-ec2-ca-central-1-2681
52.219.20.0/22	us-west-1-s3-us-west-1-2302
52.219.24.0/21	us-west-1-s3-us-west-1-2303
69.107.6.168/29	ap-southeast-1-amazon-ap-southeast-1-1038
99.82.161.0/24	eu-west-3-globalaccelerator-eu-west-3-3112
150.222.120.250/31	eu-central-1-amazon-eu-central-1-1040
204.246.172.0/24	GLOBAL-cloudfront-GLOBAL-3042
13.244.0.0/15	af-south-1-ec2-af-south-1-2682
52.93.178.197/32	us-west-1-amazon-us-west-1-1043
52.94.248.48/28	sa-east-1-ec2-sa-east-1-2683
54.242.0.0/15	us-east-1-ec2-us-east-1-2684
177.72.240.0/21	sa-east-1-amazon-sa-east-1-1046
216.182.238.0/23	us-east-1-ec2-us-east-1-2685
3.5.168.0/23	ap-southeast-2-ec2-ap-southeast-2-2686
18.168.0.0/14	eu-west-2-ec2-eu-west-2-2687
34.208.0.0/12	us-west-2-ec2-us-west-2-2688
52.15.0.0/16	us-east-2-ec2-us-east-2-2689
52.93.178.226/32	us-west-1-amazon-us-west-1-1052
52.144.209.128/26	eu-west-3-amazon-eu-west-3-1053
150.222.224.0/24	us-east-1-amazon-us-east-1-1054
150.222.243.15/32	eu-south-1-amazon-eu-south-1-1055
13.34.31.32/27	us-east-1-amazon-us-east-1-1056
15.221.16.0/22	us-west-1-amazon-us-west-1-1057
15.230.4.160/31	ap-southeast-1-amazon-ap-southeast-1-1058
15.230.39.94/31	us-east-2-amazon-us-east-2-1059
15.230.64.64/26	eu-west-2-amazon-eu-west-2-1060
52.94.96.0/20	ca-central-1-amazon-ca-central-1-1061
52.94.192.0/22	us-east-1-amazon-us-east-1-1062
108.175.48.0/22	us-gov-west-1-s3-us-gov-west-1-2305
13.34.23.96/27	us-west-2-amazon-us-west-2-1064
15.230.39.36/31	us-east-2-amazon-us-east-2-1065
18.189.0.0/16	us-east-2-ec2-us-east-2-2690
52.93.66.154/32	ap-northeast-1-amazon-ap-northeast-1-1067
52.93.122.218/32	us-west-2-amazon-us-west-2-1068
52.93.178.204/32	us-west-1-amazon-us-west-1-1069
52.93.240.174/31	us-west-2-amazon-us-west-2-1070
52.95.52.0/22	us-east-1-amazon-us-east-1-1071
52.95.177.0/24	ap-southeast-3-s3-ap-southeast-3-2306
150.222.208.94/31	af-south-1-amazon-af-south-1-1073
3.64.0.0/12	eu-central-1-ec2-eu-central-1-2691
52.93.254.0/24	us-east-1-amazon-us-east-1-1075
52.95.175.0/24	af-south-1-s3-af-south-1-2308
52.219.164.0/22	ap-southeast-1-s3-ap-southeast-1-2309
99.82.175.0/24	us-east-1-globalaccelerator-us-east-1-3113
99.87.16.0/20	ap-south-2-amazon-ap-south-2-1079
120.52.39.128/27	GLOBAL-cloudfront-GLOBAL-3043
162.213.234.0/23	eu-west-1-ec2-eu-west-1-2692
15.230.131.14/31	eu-central-1-amazon-eu-central-1-1082
18.201.0.0/16	eu-west-1-ec2-eu-west-1-2693
52.93.178.191/32	us-west-1-amazon-us-west-1-1084
52.95.186.0/24	ap-south-2-s3-ap-south-2-2310
52.119.214.0/23	us-east-1-amazon-us-east-1-1086
52.144.215.202/31	eu-north-1-amazon-eu-north-1-1087
54.151.128.0/17	ap-southeast-1-ec2-ap-southeast-1-2694
54.240.236.73/32	eu-south-1-amazon-eu-south-1-1089
99.87.0.0/22	ap-southeast-1-amazon-ap-southeast-1-1090
118.193.97.64/26	GLOBAL-cloudfront-GLOBAL-3044
150.222.3.252/31	ap-southeast-1-amazon-ap-southeast-1-1092
208.86.88.0/23	us-east-1-ec2-us-east-1-2695
15.230.39.74/31	us-east-2-amazon-us-east-2-1094
15.230.39.186/31	us-east-2-amazon-us-east-2-1095
18.175.0.0/16	eu-west-2-ec2-eu-west-2-2696
52.46.216.0/22	us-west-2-amazon-us-west-2-1097
54.208.0.0/15	us-east-1-ec2-us-east-1-2697
54.228.0.0/16	eu-west-1-ec2-eu-west-1-2698
54.240.236.13/32	eu-south-1-amazon-eu-south-1-1100
150.222.208.90/31	af-south-1-amazon-af-south-1-1101
150.222.213.41/32	us-west-1-amazon-us-west-1-1102
150.222.243.17/32	eu-south-1-amazon-eu-south-1-1103
52.93.126.205/32	ap-south-1-amazon-ap-south-1-1104
52.93.133.181/32	eu-south-1-amazon-eu-south-1-1105
52.95.246.0/24	us-west-1-ec2-us-west-1-2699
52.144.215.2/31	eu-west-1-amazon-eu-west-1-1107
54.239.1.80/28	ap-east-1-amazon-ap-east-1-1108
99.83.64.0/21	us-east-1-amazon-us-east-1-1109
13.48.0.0/15	eu-north-1-ec2-eu-north-1-2700
15.230.39.56/31	us-east-2-amazon-us-east-2-1111
15.230.39.182/31	us-east-2-amazon-us-east-2-1112
15.230.39.230/31	us-east-2-amazon-us-east-2-1113
52.64.0.0/17	ap-southeast-2-ec2-ap-southeast-2-2701
52.95.239.0/24	eu-west-2-ec2-eu-west-2-2702
52.119.210.0/23	ap-southeast-2-amazon-ap-southeast-2-1116
69.107.6.176/29	us-west-1-amazon-us-west-1-1117
13.34.33.160/27	eu-central-1-amazon-eu-central-1-1118
15.221.24.0/21	us-east-1-amazon-us-east-1-1119
15.230.39.188/31	us-east-2-amazon-us-east-2-1120
15.230.39.236/31	us-east-2-amazon-us-east-2-1121
15.230.54.0/24	ap-south-1-amazon-ap-south-1-1122
15.230.131.4/32	eu-central-1-amazon-eu-central-1-1123
18.220.0.0/14	us-east-2-ec2-us-east-2-2703
52.36.0.0/14	us-west-2-ec2-us-west-2-2704
52.93.178.141/32	us-west-1-amazon-us-west-1-1126
52.94.112.0/22	eu-west-2-amazon-eu-west-2-1127
54.94.0.0/16	sa-east-1-ec2-sa-east-1-2705
69.107.6.160/29	ap-southeast-1-amazon-ap-southeast-1-1129
99.78.184.0/22	ap-northeast-2-amazon-ap-northeast-2-1130
150.222.207.0/24	eu-west-2-amazon-eu-west-2-1131
150.222.237.0/24	us-east-1-amazon-us-east-1-1132
15.152.0.0/16	ap-northeast-3-ec2-ap-northeast-3-2706
52.93.193.197/32	ca-central-1-amazon-ca-central-1-1134
52.93.248.0/24	ap-northeast-2-amazon-ap-northeast-2-1135
52.94.198.48/28	eu-central-1-amazon-eu-central-1-1136
52.95.228.0/24	me-south-1-ec2-me-south-1-2707
54.222.128.0/17	cn-north-1-ec2-cn-north-1-2708
96.127.0.0/17	us-gov-west-1-ec2-us-gov-west-1-2709
52.93.50.144/31	us-east-1-amazon-us-east-1-1140
52.93.178.227/32	us-west-1-amazon-us-west-1-1141
52.94.224.0/20	us-east-1-amazon-us-east-1-1142
68.79.0.0/18	cn-northwest-1-ec2-cn-northwest-1-2710
99.77.128.0/24	us-east-1-ec2-us-east-1-2711
150.222.88.0/24	cn-north-1-amazon-cn-north-1-1145
223.71.71.96/27	GLOBAL-cloudfront-GLOBAL-3045
3.5.248.0/22	eu-south-1-ec2-eu-south-1-2712
52.93.18.179/32	eu-west-1-amazon-eu-west-1-1148
52.93.126.147/32	af-south-1-amazon-af-south-1-1149
52.94.196.0/24	eu-west-1-amazon-eu-west-1-1150
54.215.0.0/16	us-west-1-ec2-us-west-1-2713
150.222.226.0/24	us-east-1-amazon-us-east-1-1152
150.222.230.112/31	eu-central-1-amazon-eu-central-1-1153
18.182.0.0/16	ap-northeast-1-ec2-ap-northeast-1-2714
52.93.178.175/32	us-west-1-amazon-us-west-1-1155
54.152.0.0/16	us-east-1-ec2-us-east-1-2715
176.32.125.240/31	us-east-1-amazon-us-east-1-1157
13.34.26.192/27	eu-west-2-amazon-eu-west-2-1158
18.178.0.0/16	ap-northeast-1-ec2-ap-northeast-1-2716
52.93.178.131/32	us-west-1-amazon-us-west-1-1160
52.93.178.217/32	us-west-1-amazon-us-west-1-1161
52.95.164.0/23	sa-east-1-s3-sa-east-1-2314
52.144.208.128/26	eu-west-1-amazon-eu-west-1-1163
52.144.213.64/26	eu-west-2-amazon-eu-west-2-1164
54.202.0.0/15	us-west-2-ec2-us-west-2-2717
54.240.208.0/22	us-east-1-amazon-us-east-1-1166
99.150.120.0/21	me-central-1-ec2-me-central-1-2718
150.222.204.0/24	eu-west-1-amazon-eu-west-1-1168
13.34.14.224/27	sa-east-1-amazon-sa-east-1-1169
13.34.28.32/27	us-west-2-amazon-us-west-2-1170
15.230.39.138/31	us-east-2-amazon-us-east-2-1171
15.230.39.224/31	us-east-2-amazon-us-east-2-1172
18.132.0.0/14	eu-west-2-ec2-eu-west-2-2719
52.70.0.0/15	us-east-1-ec2-us-east-1-2720
52.93.178.214/32	us-west-1-amazon-us-west-1-1175
52.94.248.0/28	us-east-1-ec2-us-east-1-2721
52.119.212.0/23	us-east-1-amazon-us-east-1-1177
52.144.216.10/31	eu-north-1-amazon-eu-north-1-1178
54.239.99.0/24	eu-west-1-amazon-eu-west-1-1179
108.166.224.0/21	us-west-2-amazon-us-west-2-1180
150.222.230.118/31	eu-central-1-amazon-eu-central-1-1181
52.93.123.11/32	us-west-1-amazon-us-west-1-1182
52.95.110.0/24	GLOBAL-route53-GLOBAL-3008
54.240.236.62/32	eu-south-1-amazon-eu-south-1-1184
150.222.115.0/24	ap-south-1-amazon-ap-south-1-1185
13.34.14.192/27	sa-east-1-amazon-sa-east-1-1186
15.177.70.0/23	sa-east-1-route53_healthchecks_publishing-sa-east-1-3157
15.230.39.98/31	us-east-2-amazon-us-east-2-1188
15.230.39.248/31	us-east-2-amazon-us-east-2-1189
15.236.0.0/15	eu-west-3-ec2-eu-west-3-2723
52.93.50.168/31	us-east-1-amazon-us-east-1-1191
52.93.178.135/32	us-west-1-amazon-us-west-1-1192
52.144.211.198/31	eu-west-2-amazon-eu-west-2-1193
52.219.160.0/23	ap-south-1-s3-ap-south-1-2316
54.222.71.0/24	cn-north-1-amazon-cn-north-1-1195
64.252.84.0/24	eu-west-2-ec2-eu-west-2-2724
99.77.254.0/24	us-east-1-ec2-us-east-1-2725
184.72.0.0/18	us-west-1-ec2-us-west-1-2726
13.125.0.0/16	ap-northeast-2-ec2-ap-northeast-2-2727
13.248.24.0/22	ap-northeast-3-amazon-ap-northeast-3-1200
13.248.103.0/24	us-east-1-globalaccelerator-us-east-1-3114
15.230.39.52/31	us-east-2-amazon-us-east-2-1202
15.230.39.160/31	us-east-2-amazon-us-east-2-1203
52.93.92.68/32	us-west-1-amazon-us-west-1-1204
52.144.208.0/31	eu-north-1-amazon-eu-north-1-1205
54.193.0.0/16	us-west-1-ec2-us-west-1-2728
54.222.59.0/24	cn-north-1-ec2-cn-north-1-2729
99.77.247.0/24	eu-central-1-ec2-eu-central-1-2730
150.222.140.0/24	us-west-1-amazon-us-west-1-1209
15.230.39.218/31	us-east-2-amazon-us-east-2-1210
52.95.61.0/24	eu-west-1-amazon-eu-west-1-1211
52.219.124.0/22	ap-southeast-1-s3-ap-southeast-1-2317
54.240.236.82/32	eu-south-1-amazon-eu-south-1-1213
54.240.241.0/24	ap-east-1-amazon-ap-east-1-1214
64.252.88.0/24	eu-central-1-ec2-eu-central-1-2731
150.222.235.0/24	ap-south-1-amazon-ap-south-1-1216
176.32.125.232/31	us-east-1-amazon-us-east-1-1217
13.248.16.0/21	ap-northeast-3-amazon-ap-northeast-3-1218
15.230.39.82/31	us-east-2-amazon-us-east-2-1219
15.230.39.210/31	us-east-2-amazon-us-east-2-1220
52.93.240.156/31	us-west-2-amazon-us-west-2-1221
52.144.208.2/31	eu-north-1-amazon-eu-north-1-1222
54.240.128.0/18	GLOBAL-cloudfront-GLOBAL-3046
54.240.236.6/32	eu-south-1-amazon-eu-south-1-1224
150.222.12.0/24	sa-east-1-amazon-sa-east-1-1225
150.222.116.0/24	ap-northeast-2-amazon-ap-northeast-2-1226
205.251.250.0/23	GLOBAL-cloudfront-GLOBAL-3047
3.5.0.0/18	us-east-1-ec2-us-east-1-2732
15.230.39.216/31	us-east-2-amazon-us-east-2-1229
52.8.0.0/16	us-west-1-ec2-us-west-1-2733
52.93.126.145/32	us-west-1-amazon-us-west-1-1231
52.93.126.204/32	ap-south-1-amazon-ap-south-1-1232
52.94.249.192/28	ap-southeast-3-ec2-ap-southeast-3-2734
52.95.152.0/23	eu-south-1-s3-eu-south-1-2319
52.95.247.0/24	us-west-2-ec2-us-west-2-2735
64.252.83.0/24	eu-west-2-ec2-eu-west-2-2736
15.177.64.0/23	us-east-1-route53_healthchecks_publishing-us-east-1-3158
15.193.9.0/24	ap-northeast-2-ec2-ap-northeast-2-2738
15.230.39.20/31	us-east-2-amazon-us-east-2-1239
52.86.0.0/15	us-east-1-ec2-us-east-1-2739
52.93.178.188/32	us-west-1-amazon-us-west-1-1241
52.93.178.201/32	us-west-1-amazon-us-west-1-1242
54.239.1.160/28	ap-south-2-amazon-ap-south-2-1243
64.252.80.0/24	sa-east-1-ec2-sa-east-1-2740
150.222.3.218/31	ap-southeast-1-amazon-ap-southeast-1-1245
150.222.180.0/24	us-west-2-amazon-us-west-2-1246
180.163.57.0/25	GLOBAL-cloudfront-GLOBAL-3048
18.136.0.0/16	ap-southeast-1-ec2-ap-southeast-1-2741
50.112.0.0/16	us-west-2-ec2-us-west-2-2742
52.93.97.0/24	us-east-1-amazon-us-east-1-1250
13.212.0.0/15	ap-southeast-1-ec2-ap-southeast-1-2743
15.230.39.114/31	us-east-2-amazon-us-east-2-1252
15.230.39.150/31	us-east-2-amazon-us-east-2-1253
18.179.0.0/16	ap-northeast-1-ec2-ap-northeast-1-2744
52.93.156.0/22	ap-east-1-amazon-ap-east-1-1255
52.94.136.0/21	eu-central-1-amazon-eu-central-1-1256
64.252.100.0/24	ap-south-1-ec2-ap-south-1-2745
150.222.120.232/31	eu-central-1-amazon-eu-central-1-1258
150.222.230.94/31	eu-central-1-amazon-eu-central-1-1259
205.251.224.0/22	us-east-1-amazon-us-east-1-1260
3.5.216.0/22	eu-north-1-ec2-eu-north-1-2746
3.130.0.0/16	us-east-2-ec2-us-east-2-2747
13.57.0.0/16	us-west-1-ec2-us-west-1-2748
13.126.0.0/15	ap-south-1-ec2-ap-south-1-2749
52.93.240.172/31	us-west-2-amazon-us-west-2-1265
54.239.4.0/22	eu-central-1-amazon-eu-central-1-1266
99.77.140.0/24	ap-northeast-3-ec2-ap-northeast-3-2750
150.222.3.183/32	ap-southeast-1-amazon-ap-southeast-1-1268
15.230.39.222/31	us-east-2-amazon-us-east-2-1269
52.94.14.0/24	ca-central-1-dynamodb-ca-central-1-2383
52.94.198.64/28	ap-northeast-2-amazon-ap-northeast-2-1271
52.119.216.0/21	ap-northeast-1-amazon-ap-northeast-1-1272
150.222.230.114/31	eu-central-1-amazon-eu-central-1-1273
15.206.0.0/15	ap-south-1-ec2-ap-south-1-2751
50.18.0.0/16	us-west-1-ec2-us-west-1-2752
52.14.0.0/16	us-east-2-ec2-us-east-2-2753
52.46.0.0/18	GLOBAL-cloudfront-GLOBAL-3049
52.46.88.0/22	eu-west-3-amazon-eu-west-3-1278
150.222.3.202/31	ap-southeast-1-amazon-ap-southeast-1-1279
150.222.230.120/31	eu-central-1-amazon-eu-central-1-1280
223.71.11.0/27	GLOBAL-cloudfront-GLOBAL-3050
52.93.63.0/24	ap-southeast-1-amazon-ap-southeast-1-1282
52.93.178.167/32	us-west-1-amazon-us-west-1-1283
54.172.0.0/15	us-east-1-ec2-us-east-1-2754
150.222.239.0/24	eu-west-1-amazon-eu-west-1-1285
176.34.64.0/18	eu-west-1-ec2-eu-west-1-2755
3.5.146.0/23	ap-southeast-1-ec2-ap-southeast-1-2756
13.248.128.0/17	GLOBAL-globalaccelerator-GLOBAL-3115
52.82.128.0/19	GLOBAL-cloudfront-GLOBAL-3051
52.93.127.94/32	cn-northwest-1-amazon-cn-northwest-1-1290
52.95.255.96/28	us-west-1-ec2-us-west-1-2757
54.231.128.0/19	eu-west-1-s3-eu-west-1-2322
99.83.98.0/24	us-west-1-globalaccelerator-us-west-1-3116
99.150.88.0/21	ap-east-1-ec2-ap-east-1-2758
150.222.83.0/24	ap-south-1-amazon-ap-south-1-1295
150.222.208.70/31	af-south-1-amazon-af-south-1-1296
150.222.240.249/32	eu-south-1-amazon-eu-south-1-1297
18.204.0.0/14	us-east-1-ec2-us-east-1-2759
35.178.0.0/15	eu-west-2-ec2-eu-west-2-2760
52.93.127.129/32	ap-south-1-amazon-ap-south-1-1300
52.93.178.196/32	us-west-1-amazon-us-west-1-1301
52.94.9.0/24	us-gov-west-1-dynamodb-us-gov-west-1-2384
52.94.204.0/23	eu-central-1-amazon-eu-central-1-1303
52.95.180.0/24	af-south-1-s3-af-south-1-2323
54.88.0.0/14	us-east-1-ec2-us-east-1-2761
75.2.0.0/17	GLOBAL-globalaccelerator-GLOBAL-3117
99.78.192.0/22	us-east-1-amazon-us-east-1-1307
150.222.3.206/31	ap-southeast-1-amazon-ap-southeast-1-1308
52.94.116.0/22	us-west-2-ec2-us-west-2-2762
52.144.215.200/31	eu-north-1-amazon-eu-north-1-1310
208.86.90.0/23	eu-west-1-ec2-eu-west-1-2763
15.230.39.22/31	us-east-2-amazon-us-east-2-1312
15.230.39.252/31	us-east-2-amazon-us-east-2-1313
52.29.0.0/16	eu-central-1-ec2-eu-central-1-2764
52.93.127.92/32	cn-northwest-1-amazon-cn-northwest-1-1315
52.94.15.0/24	eu-west-2-dynamodb-eu-west-2-2385
52.95.35.0/24	ap-southeast-1-amazon-ap-southeast-1-1317
52.95.62.0/24	us-east-1-amazon-us-east-1-1318
52.95.144.0/24	us-gov-west-1-s3-us-gov-west-1-2324
52.144.194.64/26	us-west-2-amazon-us-west-2-1320
52.144.209.0/26	eu-central-1-amazon-eu-central-1-1321
54.240.236.57/32	eu-south-1-amazon-eu-south-1-1322
150.222.230.100/31	eu-central-1-amazon-eu-central-1-1323
13.52.0.0/16	us-west-1-ec2-us-west-1-2765
18.180.0.0/15	ap-northeast-1-ec2-ap-northeast-1-2766
46.137.128.0/18	eu-west-1-ec2-eu-west-1-2767
52.93.2.0/24	eu-west-1-amazon-eu-west-1-1327
52.93.50.134/31	us-east-1-amazon-us-east-1-1328
52.93.178.128/32	us-west-1-amazon-us-west-1-1329
52.94.248.176/28	ap-northeast-2-ec2-ap-northeast-2-2768
52.95.184.0/23	ap-south-2-s3-ap-south-2-2325
54.230.0.0/17	GLOBAL-cloudfront-GLOBAL-3052
54.230.128.0/18	GLOBAL-cloudfront-GLOBAL-3053
150.222.230.110/31	eu-central-1-amazon-eu-central-1-1334
3.2.2.0/24	us-east-1-ec2-us-east-1-mia-1-2769
13.34.26.32/27	us-west-2-amazon-us-west-2-1336
13.34.28.128/27	us-west-2-amazon-us-west-2-1337
15.221.2.0/24	eu-west-1-amazon-eu-west-1-1338
15.230.4.154/31	ap-southeast-1-amazon-ap-southeast-1-1339
52.93.99.0/24	ap-south-1-amazon-ap-south-1-1340
52.95.40.0/24	us-west-2-amazon-us-west-2-1341
52.95.254.0/24	eu-west-3-ec2-eu-west-3-2770
52.144.228.192/26	ap-northeast-2-amazon-ap-northeast-2-1343
64.252.104.0/24	ap-southeast-1-ec2-ap-southeast-1-2771
69.107.6.208/29	ap-northeast-3-amazon-ap-northeast-3-1345
150.222.232.96/28	us-west-1-amazon-us-west-1-1346
176.32.64.0/19	ap-northeast-1-ec2-ap-northeast-1-2772
13.34.23.128/27	us-west-2-amazon-us-west-2-1348
13.54.0.0/15	ap-southeast-2-ec2-ap-southeast-2-2773
13.248.48.0/21	ap-east-1-amazon-ap-east-1-1350
52.93.50.131/32	us-east-1-amazon-us-east-1-1351
52.93.193.202/32	ca-central-1-amazon-ca-central-1-1352
52.95.142.0/23	us-gov-west-1-s3-us-gov-west-1-2327
52.95.235.0/24	ap-southeast-3-ec2-ap-southeast-3-2774
52.95.241.0/24	ap-southeast-2-ec2-ap-southeast-2-2775
52.144.233.64/31	ap-northeast-3-amazon-ap-northeast-3-1356
54.231.232.0/21	us-west-1-s3-us-west-1-2328
54.239.128.0/18	GLOBAL-cloudfront-GLOBAL-3054
64.252.66.0/24	us-east-1-ec2-us-east-1-2776
64.252.82.0/24	eu-west-2-ec2-eu-west-2-2777
99.77.144.0/24	ap-southeast-2-ec2-ap-southeast-2-2778
